tconst,averageRating,numVotes,primaryTitle,originalTitle,runtimeMinutes,box office,released,Action,Crime,Drama,Adventure,Romance,Comedy,Sci-Fi,Animation,Family,Thriller,Horror,Mystery,Biography,History,Fantasy,Sport,Music,Documentary,War,Western,Musical,News
tt3401882,5.6,34207.0,Fist Fight,Fist Fight,91,32153522,17 Feb 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3402236,6.5,174027.0,Murder on the Orient Express,Murder on the Orient Express,114,101555644,10 Nov 2017,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt3404140,7.7,3993.0,The Attorney,Byeon-ho-in,127,347684,18 Dec 2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3405236,6.9,36351.0,Raees,Raees,143,3262954,25 Jan 2017,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3409392,7.2,14524.0,Timbuktu,Timbuktu,97,696436,10 Dec 2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3410666,8.5,55.0,PAY 2 PLAY: Democracy's High Stakes,PAY 2 PLAY: Democracy's High Stakes,87,9405,05 Sep 2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt3411432,5.8,3658.0,All Creatures Big and Small,Ooops! Noah Is Gone...,87,1850924,01 Jul 2015,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3411444,6.7,38687.0,Ferdinand,Ferdinand,108,70466891,15 Dec 2017,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3412684,7.6,695.0,Mr. Gaga,Mr. Gaga,100,173994,01 Feb 2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt3416532,7.5,68797.0,A Monster Calls,A Monster Calls,108,3730982,06 Jan 2017,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt3416828,5.7,47483.0,Ice Age: Collision Course,Ice Age: Collision Course,94,64060187,22 Jul 2016,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3421854,6.8,14.0,Beloved,Qin ai,99,119608,10 May 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3422078,7.3,5303.0,April and the Extraordinary World,Avril et le monde truqué,105,294311,08 Apr 2016,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3433074,4.3,4753.0,D' Mrs. Brown's Boys Movie,Mrs. Brown's Boys D'Movie,94,12453660,27 Jun 2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3440132,6.3,102.0,Golden Kingdom,Golden Kingdom,104,8077,13 Oct 2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3442006,6.4,32822.0,Cake,Cake,102,1319947,23 Jan 2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3442990,5.8,7091.0,Lila & Eve,Lila & Eve,94,21806,17 Jul 2015,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt3447364,7.6,14051.0,Detective Byomkesh Bakshy!,Detective Byomkesh Bakshy!,139,579055,03 Apr 2015,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tt3450900,6.0,11221.0,The Sea of Trees,The Sea of Trees,110,20083,26 Aug 2016,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
tt3450958,7.5,196669.0,War for the Planet of the Apes,War for the Planet of the Apes,140,146872826,14 Jul 2017,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3451720,6.6,2257.0,Francofonia,Francofonia,88,290055,11 Nov 2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt3455740,5.7,1262.0,Set Fire to the Stars,Set Fire to the Stars,97,4280,12 Jun 2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3455850,6.8,122.0,We Are the Giant,We Are the Giant,92,1088,07 Nov 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3458118,7.2,222.0,Blood on the Mountain,Blood on the Mountain,93,3184,18 Nov 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
tt3458236,6.6,658.0,Lambert & Stamp,Lambert & Stamp,117,26086,03 Apr 2015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tt3460252,7.8,423869.0,The Hateful Eight,The Hateful Eight,187,54116191,30 Dec 2015,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt3462710,5.1,11123.0,Unforgettable,Unforgettable,100,11274490,21 Apr 2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3464902,7.1,177414.0,The Lobster,The Lobster,119,9078073,16 Oct 2015,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3465916,7.5,3719.0,Stations of the Cross,Kreuzweg,110,159,10 Jul 2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3467914,6.2,810.0,Tommy's Honour,Tommy's Honour,112,561963,14 Apr 2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3468754,7.3,6.0,Fronteras,Fronteras,48,59306,15 Mar 2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3469046,6.3,88623.0,Despicable Me 3,Despicable Me 3,89,264194540,30 Jun 2017,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3470600,7.1,112786.0,Sing,Sing,108,270322940,21 Dec 2016,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3478962,7.1,9122.0,My King,Mon roi,124,53920,12 Aug 2016,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3481000,3.9,923.0,Chocolate City,Chocolate City,91,212223,14 May 2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3483612,6.7,4571.0,Hamari Adhuri Kahani,Hamari Adhuri Kahani,129,235361,12 Jun 2015,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3485166,6.6,2336.0,Pirates,Hae-jeok: Ba-da-ro gan san-jeok,130,297593,06 Aug 2014,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3486626,5.4,4648.0,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,91,28342490,11 Aug 2017,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3488710,7.3,108450.0,The Walk,The Walk,123,8064239,09 Oct 2015,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3495026,7.1,38688.0,Fan,Fan,138,2515116,15 Apr 2016,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3498820,7.8,556955.0,Captain America: Civil War,Captain America: Civil War,147,408080554,06 May 2016,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3498950,6.8,127.0,Take Me to the River,Take Me to the River,95,68598,17 Jun 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt3499096,7.1,30295.0,Race,Race,134,14319394,19 Feb 2016,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt3501416,7.3,4796.0,Assassination,Amsal,140,1904682,07 Aug 2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3501632,7.9,443535.0,Thor: Ragnarok,Thor: Ragnarok,130,314971245,03 Nov 2017,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3508840,6.3,13880.0,The Assassin,Ci ke Nie Yin Niang,105,94944,27 Aug 2015,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt3518012,7.6,5385.0,Best of Enemies: Buckley vs. Vidal,Best of Enemies,87,891997,31 Jul 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
tt3521134,8.3,9911.0,The Look of Silence,The Look of Silence,103,48097,17 Jul 2015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tt3521164,7.6,218361.0,Moana,Moana,107,248752120,23 Nov 2016,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3522806,5.7,65896.0,Mechanic: Resurrection,Mechanic: Resurrection,98,21203260,26 Aug 2016,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3526706,6.3,3517.0,Chevalier,Chevalier,105,25676,26 Nov 2015,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3529612,7.3,140.0,River of Fundament,River of Fundament,319,43057,12 Feb 2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3530002,6.4,57792.0,The Night Before,The Night Before,101,31315980,20 Nov 2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt3531824,6.6,100864.0,Nerve,Nerve,96,38562379,27 Jul 2016,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3532216,7.2,126178.0,American Made,American Made,115,51071805,29 Sep 2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3532608,7.2,3428.0,The Fluffy Movie: Unity Through Laughter,The Fluffy Movie: Unity Through Laughter,101,2820939,01 Sep 2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3534282,5.4,4234.0,Don Verdean,Don Verdean,90,30525,11 Dec 2015,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3544082,7.1,27582.0,45 Years,45 Years,91,3489919,28 Aug 2015,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3544112,8.0,73243.0,Sing Street,Sing Street,106,3233839,17 Mar 2016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt3545626,7.0,5.0,The Visitor,The Visitor,74,81276,01 Jan 2014,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3549206,7.7,587.0,The Music of Strangers,The Music of Strangers,96,1161575,18 Nov 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt3549508,7.1,2508.0,Nas: Time Is Illmatic,Time Is Illmatic,74,151366,03 Oct 2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
tt3551954,6.9,1685.0,Raiders!: The Story of the Greatest Fan Film Ever Made,Raiders!: The Story of the Greatest Fan Film Ever Made,106,71877,17 Jun 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3553442,6.6,45707.0,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,112,18356529,04 Mar 2016,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3553976,7.9,155709.0,Captain Fantastic,Captain Fantastic,118,5875006,29 Jul 2016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3558642,3.5,1114.0,"Nativity 3: Dude, Where's My Donkey?!","Nativity 3: Dude, Where's My Donkey?!",109,5861581,14 Nov 2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3564472,6.2,28430.0,Girls Trip,Girls Trip,122,115088305,21 Jul 2017,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3566788,6.8,620.0,Songs My Brothers Taught Me,Songs My Brothers Taught Me,98,34195,09 Sep 2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3567200,6.7,488.0,The Great Invisible,The Great Invisible,92,9952,09 Mar 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3567288,6.2,100781.0,The Visit,The Visit,94,56499874,11 Sep 2015,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt3569230,7.0,136447.0,Legend,Legend,132,14146549,20 Nov 2015,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3576038,6.9,1586.0,The Search for General Tso,The Search for General Tso,71,36800,02 Jan 2015,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tt3585004,5.4,1093.0,Zhongkui: Snow Girl and the Dark Crystal,Zhong Kui fu mo: Xue yao mo ling,118,165428,19 Feb 2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt3595298,4.6,15589.0,Found a Treasure Called Love,Prem Ratan Dhan Payo,164,3725383,12 Nov 2015,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3601350,6.9,123.0,Eva Hesse,Eva Hesse,108,114105,27 Apr 2016,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tt3605418,4.9,66871.0,Knock Knock,Knock Knock,99,285363,09 Oct 2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3606752,6.8,56845.0,Cars 3,Cars 3,102,152603003,16 Jun 2017,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3606888,7.4,22748.0,A Street Cat Named Bob,A Street Cat Named Bob,103,35070,18 Nov 2016,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3607198,8.5,1646.0,Punjab 1984,Punjab 1984,159,138545,27 Jun 2014,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt3608848,7.2,389.0,NOW: In the Wings on a World Stage,NOW: In the Wings on a World Stage,97,21500,02 May 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3608930,6.0,12851.0,In a Valley of Violence,In a Valley of Violence,104,50381,21 Oct 2016,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3626442,8.0,411.0,Björk: Biophilia Live,Björk: Biophilia Live,97,127754,17 Oct 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt3626804,7.6,1630.0,Nowitzki: The Perfect Shot,Nowitzki: Der perfekte Wurf,105,32550,01 Sep 2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
tt3628584,5.9,13145.0,Barbershop: The Next Cut,Barbershop: The Next Cut,111,54014580,15 Apr 2016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3631112,6.5,147825.0,The Girl on the Train,The Girl on the Train,112,75311445,07 Oct 2016,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt3640424,7.1,123068.0,Allied,Allied,124,40069087,23 Nov 2016,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3640682,6.1,4587.0,I Smile Back,I Smile Back,85,50092,06 Nov 2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3646344,6.3,831.0,Sworn Virgin,Vergine giurata,84,4235,19 Mar 2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3652526,6.8,4797.0,Fire at Sea,Fuocoammare,114,114535,18 Feb 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3652862,6.2,4628.0,Morris from America,Morris from America,91,88932,19 Aug 2016,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3654964,7.1,1283.0,Art and Craft,Art and Craft,89,227934,18 Mar 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3655522,6.9,6442.0,Girlhood,Bande de filles,113,60019,22 Oct 2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3655680,6.4,233.0,Thomas & Friends: Sodor's Legend of the Lost Treasure,Thomas & Friends: Sodor's Legend of the Lost Treasure,63,108617,08 Sep 2015,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3659388,8.0,666852.0,The Martian,The Martian,144,202313768,02 Oct 2015,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3660770,7.3,3344.0,Monkey Kingdom,Monkey Kingdom,81,11360669,17 Apr 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3662168,7.5,24.0,The Other Man: F.W. de Klerk and the End of Apartheid,The Other Man: F.W. de Klerk and the End of Apartheid,75,1153,06 Feb 2015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tt3666024,7.5,24346.0,The Red Turtle,La tortue rouge,80,920057,20 Jan 2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt3672840,6.0,16374.0,Dragon Blade,Tian jiang xiong shi,127,72413,04 Sep 2015,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3674140,8.4,16995.0,The Salt of the Earth,The Salt of the Earth,110,744582,27 Mar 2015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tt3675568,7.7,3313.0,Merchants of Doubt,Merchants of Doubt,96,146394,12 Dec 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3679000,5.5,4488.0,Any Body Can Dance 2,Any Body Can Dance 2,154,889696,19 Jun 2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tt3679060,5.1,5604.0,Dishoom,Dishoom,124,442299,29 Jul 2016,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3680410,7.2,3075.0,Last Cab to Darwin,Last Cab to Darwin,123,32848,10 Jun 2016,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3684370,5.9,460.0,Disco Singh,Disco Singh,141,171610,11 Apr 2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3685624,4.2,726.0,3 Idiotas,3 Idiotas,106,1239307,02 Jun 2017,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3687186,6.7,4398.0,Heaven Knows What,Heaven Knows What,97,80013,29 May 2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3689910,6.7,2293.0,Miss Hokusai,Sarusuberi: Miss Hokusai,93,216202,09 May 2015,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3691740,6.4,68253.0,The BFG,The BFG,117,55472665,01 Jul 2016,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt3696192,5.3,6708.0,Singh Is Bliing,Singh Is Bliing,141,77300,02 Oct 2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3703148,5.1,2066.0,Christmas Eve,Christmas Eve,95,81992,04 Dec 2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3704416,5.8,4918.0,Digging for Fire,Digging for Fire,85,119364,21 Aug 2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3707106,5.3,15879.0,By the Sea,By the Sea,122,319968,09 Dec 2015,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3707114,7.4,4406.0,Janis: Little Girl Blue,Janis: Little Girl Blue,103,410465,15 Dec 2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
tt3708886,5.8,15106.0,War on Everyone,War on Everyone,98,187564,03 Feb 2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3711708,7.2,72.0,30 Years of Garbage: The Garbage Pail Kids Story,30 Years of Garbage: The Garbage Pail Kids Story,114,22251,20 Sep 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3713166,5.6,61036.0,Unfriended,Unfriended,83,31354666,17 Apr 2015,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt3714720,6.6,9950.0,The Hollars,The Hollars,88,1016965,26 Aug 2016,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3716530,7.2,53741.0,Elle,Elle,130,2339735,11 Nov 2016,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3717016,5.9,2648.0,After the Ball,After the Ball,101,160165,24 Apr 2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3717252,5.8,61796.0,Underworld: Blood Wars,Underworld: Blood Wars,91,30348260,06 Jan 2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt3717490,6.0,89933.0,Power Rangers,Power Rangers,124,85275488,24 Mar 2017,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3719896,7.2,4944.0,My All-American,My All-American,118,1365000,13 Nov 2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt3721936,7.0,30496.0,American Honey,American Honey,163,662786,14 Oct 2016,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3721954,7.6,10790.0,Maudie,Maudie,115,6139048,04 Aug 2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3722118,6.3,631.0,God the Father,God the Father,101,111458,31 Oct 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3726626,5.4,7.0,Kabbalah Me,Kabbalah Me,80,5769,22 Aug 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3726704,6.6,15835.0,Experimenter,Experimenter,98,155075,16 Oct 2015,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tt3729920,6.3,10708.0,The Disappearance of Eleanor Rigby: Them,The Disappearance of Eleanor Rigby: Them,123,402191,12 Sep 2014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3730510,5.2,1346.0,Puerto Ricans in Paris,Puerto Ricans in Paris,82,90884,10 Jun 2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3731562,6.6,229699.0,Kong: Skull Island,Kong: Skull Island,118,167986460,10 Mar 2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt3732950,5.3,1515.0,Body,Body,75,2457,29 Dec 2015,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3735246,7.2,27932.0,Bajirao Mastani,Bajirao Mastani,158,6557047,18 Dec 2015,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt3735398,5.1,425.0,Carter High,Carter High,110,146040,30 Oct 2015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt3735554,4.7,1157.0,Freetown,Freetown,113,7916886,08 Apr 2015,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt3740778,6.8,4204.0,Mountains May Depart,Shan he gu ren,126,80408,30 Oct 2015,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3741834,8.1,177541.0,Lion,Lion,118,51694854,06 Jan 2017,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3742284,7.2,11120.0,NH10,NH10,115,262586,13 Mar 2015,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3745058,7.5,40.0,Weightless,Weightless,93,421856,30 Sep 2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3748512,7.4,4865.0,Hitchcock/Truffaut,Hitchcock/Truffaut,79,304899,31 Mar 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3748528,7.8,467746.0,Rogue One: A Star Wars Story,Rogue One,133,532171696,16 Dec 2016,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3756788,7.5,9318.0,Our Little Sister,Umimachi Diary,127,466986,13 Jun 2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3760922,6.0,25579.0,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,94,52069651,25 Mar 2016,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3766394,6.6,17155.0,"Hello, My Name Is Doris","Hello, My Name Is Doris",90,14443077,01 Apr 2016,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3767372,7.6,24380.0,Piku,Piku,123,1801806,08 May 2015,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3770426,4.8,369.0,Burning Bodhi,Burning Bodhi,93,3289,11 Mar 2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3774114,7.3,116325.0,Snowden,Snowden,134,21562346,16 Sep 2016,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tt3774466,6.4,13401.0,Ashby,Ashby,100,4631,25 Sep 2015,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3774694,6.1,35287.0,Love,Love,135,176061,30 Oct 2015,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3781476,6.1,4030.0,Monster Hunt,Zhuo yao ji,117,21074,22 Jan 2016,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3783958,8.0,424974.0,La La Land,La La Land,128,151058124,25 Dec 2016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt3791268,5.0,83.0,Roseanne for President!,Roseanne for President!,96,3340,01 Jul 2016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
