,Distributor,MPAA_Rating,primaryTitle,Opening_Weekend,budget,,'G','GP','M','M/PG','NC-17','Not Yet Rated','PG','PG-13','R','Unknown','Unrated','X'
217,'Warner Bros.','PG-13',42,"'$27,487,144'",'$40 million',0,0,0,0,0,0,0,0,1,0,0,0,0
218,'First Run','Unrated',42 Up,"'$11,599'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
219,'Warner Bros.','Unrated',42nd Street,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
220,'Image Entertainment','R',44 Inch Chest,"'$4,185'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
221,'IFC','R',45 Years,"'$65,775'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
222,'Seven Arts Distribution','Unrated',45365,'$107','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
223,'Entertainment Studios','PG-13',47 Meters Down,"'$11,205,561'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
224,'Entertainment Studios','Not Yet Rated',47 Meters Down: Uncaged,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
225,'Universal','PG-13',47 Ronin,"'$9,910,310'",'$175 million',0,0,0,0,0,0,0,0,1,0,0,0,0
226,'Paramount','R',48 HRS.,"'$4,369,868'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
227,'First Run','Unrated',49 Up,"'$53,277'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
228,'Columbia','Unrated',49th Parallel,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
229,'IFC','R',4:44: Last Day on Earth,"'$8,355'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
230,'EXP Ent.','Unrated',The 4th Animation Celebration,"'$35,216'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
231,'Wine Women & Song','PG-13',The 4th Tenor,"'$2,152'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
232,'Kino Lorber','Unrated',5 Broken Cameras,"'$6,674'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
233,'Anchor Bay Films','R',5 Days of War,"'$6,254'",'$12 million',0,0,0,0,0,0,0,0,0,1,0,0,0
234,'Focus World','PG-13',5 Flights Up,"'$238,491'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
235,'IFC','R',5 to 7,"'$18,006'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
236,'Sony / Columbia','PG-13',50 First Dates,"'$39,852,237'",'$75 million',0,0,0,0,0,0,0,0,1,0,0,0,0
237,'Ten Furlongs','PG-13',50 to 1,"'$78,480'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
238,'Olive Films','Unrated',50 Ways of Saying Fabulous,"'$4,800'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
239,'Summit Entertainment','R',50/50,"'$8,644,095'",'$8 million',0,0,0,0,0,0,0,0,0,1,0,0,0
240,'Truly Indie','Unrated',51 Birch Street,"'$10,827'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
241,'Cannon Films','R',52 Pick-Up,"'$1,654,835'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
242,'Kino Lorber','Unrated',52 Tuesdays,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
243,'Miramax','R',54,"'$6,611,532'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
244,'First Run','Unrated',56 Up,"'$22,088'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
245,'Rocky Mountain Pictures','PG-13',The 5th Quarter,"'$202,342'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
246,'Sony / Columbia','PG-13',The 5th Wave,"'$10,326,356'",'$38 million',0,0,0,0,0,0,0,0,1,0,0,0,0
247,'ThinkFilm','R',5x2,"'$15,667'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
248,'Momentum','PG-13',6 Below: Miracle on the Mountain,,'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
249,'Vertical Entertainment','R',6 Days,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
250,'Secret Identity','R',6 Month Rule,"'$1,963'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
251,'Radius-TWC','R',6 Souls,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
252,'The Orchard','Not Yet Rated',6 Years,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
253,'Unknown','R',600 Millas,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
254,'Sony / Columbia','PG-13',The 6th Day,"'$13,020,883'",'$82 million',0,0,0,0,0,0,0,0,1,0,0,0,0
255,'Buena Vista','PG-13',The 6th Man,"'$4,128,178'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
256,'Breaking Glass Pictures','Unrated',7 Boxes,"'$6,447'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
257,'Screen Media','Unrated',7 Chinese Brothers,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
258,'Focus Features','PG-13',7 Days in Entebbe,"'$1,592,645'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
259,'Xenon Pictures','PG-13',7 Dias,"'$10,548'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
260,'Parade Deck Films','Unrated',7 From Etheria,'$940','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
261,'UTV Communications','Unrated',7 Khoon Maaf,"'$164,153'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
262,'Starz Media','Unrated',7 Minutes,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
263,'Indican','Not Yet Rated',7 Witches,"'$1,875'",'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
264,'Roadside Attractions','R','71,"'$55,761'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
265,'JS Media & Entertainment','Unrated',71 Into the Fire,"'$77,161'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
266,'CBS Films','PG-13',7500,,'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
267,'IFC','Not Yet Rated',78/52: Hitchcock's Shower Scene,"'$3,738'",'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
268,'Paradise Acres','Unrated',7th Street,"'$6,354'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
269,'Kino','Unrated',8 1/2 (re-issue),"'$11,947'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
270,'Lions Gate','R',8 1/2 Women,"'$92,000'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
271,'After Dark Films','Unrated',8 Films to Die For (2015),,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
272,'Orion Pictures','R',8 Heads in a Duffel Bag,"'$2,024,516'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
273,'Universal','R',8 Mile,"'$51,240,555'",'$41 million',0,0,0,0,0,0,0,0,0,1,0,0,0
274,'TriStar','R',8 Million Ways to Die,"'$609,955'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
275,'New Line','PG-13',8 Seconds,"'$3,369,037'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
276,'Focus Features','R',8 Women,"'$52,489'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
277,'TLA Releasing','R',800 Bullets,'$866','N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
278,'Columbia','PG',84 Charing Cross Road,"'$24,350'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
279,'Fathom','Unrated','85: The Greatest Team in Football History,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
280,'Sony / Columbia','R',88 Minutes,"'$6,957,216'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
281,'Red Flag Releasing','R',8: The Mormon Proposition,"'$42,566'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
282,'Sony / Columbia','R',8MM,"'$14,252,888'",'$40 million',0,0,0,0,0,0,0,0,0,1,0,0,0
283,'Focus Features','PG-13',9,"'$10,740,446'",'$30 million',0,0,0,0,0,0,0,0,1,0,0,0,0
284,'MGM','R',9 1/2 Weeks,"'$328,804'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
285,'Tartan','Unrated',9 Songs,"'$13,457'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
286,'Fox','PG',9 to 5,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
287,'Atlas Distribution','R',9/11,"'$170,000'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
288,'Samuel Goldwyn','PG-13',90 Minutes in Heaven,"'$2,035,273'",'$5 million',0,0,0,0,0,0,0,0,1,0,0,0,0
289,'Abramorama','Unrated',93Queen,"'$6,302'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
290,'ThinkFilm','R',95 Miles to Go,"'$2,203'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
291,'New Line','R',976-Evil,"'$794,049'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
292,'Broad Green Pictures','R',99 Homes,,'$8 million',0,0,0,0,0,0,0,0,0,1,0,0,0
293,'Participant Media','R',,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
294,'Magnolia','R',Rec 2,"'$8,191'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
295,'Fox','PG-13',The A-Team,"'$25,669,455'",'$110 million',0,0,0,0,0,0,0,0,1,0,0,0,0
296,'The Film Arcade','PG-13',A.C.O.D.,"'$19,001'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
297,'Warner Bros.','PG-13',A.I. Artificial Intelligence,"'$29,352,630'",'$100 million',0,0,0,0,0,0,0,0,1,0,0,0,0
298,'Global Road','PG',A.X.L.,"'$2,798,229'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
299,'Blue Sky Cinema','Unrated',A Aa,"'$1,213,057'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
300,'Yash Raj','Unrated',Aaja Nachle,"'$257,500'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
301,'Reliance Big Pictures','Unrated',Aarakshan (Reservation),"'$344,661'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
302,'Reliance Big Pictures','Not Yet Rated',Aashayein (Wishes),,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
303,'Argot Pictures','Unrated',Aatsinki: The Story of Arctic Cowboys,"'$2,842'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
304,'PBS Distribution','Unrated',Abacus: Small Enough to Jail,"'$12,528'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
305,'Paramount','PG-13',Abandon,"'$5,064,077'",'$25 million',0,0,0,0,0,0,0,0,1,0,0,0,0
306,'After Dark Films','R',The Abandoned,"'$782,000'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
307,'New Yorker','Unrated',ABC Africa,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
308,'Magnolia','Unrated',The ABC's of Death,"'$10,110'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
309,'Eros','Unrated',ABCD,"'$83,372'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
310,'UTV Communications','Unrated',ABCD (Any Body Can Dance),"'$95,236'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
311,'UTV Communications','Unrated',ABCD (Any Body Can Dance) 2,"'$444,195'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
312,'Magnolia','Unrated',ABCs of Death 2,"'$4,022'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
313,'Lionsgate','PG-13',Abduction,"'$10,925,253'",'$35 million',0,0,0,0,0,0,0,0,1,0,0,0,0
314,'Sagewood Cinema Ventures','Unrated',Abduction: The Megumi Yokota Story,"'$5,034'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
315,'Lionsgate','Not Yet Rated',Abel,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
316,'First Run','Unrated',Aberdeen,"'$5,065'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
317,'Universal','Not Yet Rated',Abominable,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
318,'Freestyle Releasing','R',Abominable,"'$1,810'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
319,'Leisure Time','Unrated',Abouna,"'$2,350'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
320,'Universal','PG-13',About a Boy,"'$8,557,630'",'$30 million',0,0,0,0,0,0,0,0,1,0,0,0,0
321,'Miramax','R',About Adam,"'$33,300'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
322,'Screen Media','R',About Alex,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
323,'IFC','R',About Cherry,"'$2,760'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
324,'Cinema Guild','Unrated',About Elly,"'$13,180'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
325,'Screen Media','Not Yet Rated',About Fifty,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
326,'Sony / Screen Gems','R',About Last Night (2014),"'$25,649,011'",'$12.5 million',0,0,0,0,0,0,0,0,0,1,0,0,0
327,'TriStar','R',About Last Night...,"'$3,152,469'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
328,'New Line','R',About Schmidt,,'$30 million',0,0,0,0,0,0,0,0,0,1,0,0,0
329,'Universal','R',About Time,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
330,'Oscilloscope Pictures','Unrated',Above and Below,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
331,'International Film Circuit','Unrated',Above and Beyond,"'$6,448'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
332,'Fathom','Unrated',Above and Beyond: NASA's Journey to Tomorrow,"'$35,490'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
333,'Warner Bros.','R',Above the Law,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
334,'New Line','R',Above the Rim,"'$3,738,800'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
335,'Sony / Columbia','R',Abracadabra,"'$1,942'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
336,'Fox','R',Abraham Lincoln: Vampire Hunter,"'$16,306,974'",'$69 million',0,0,0,0,0,0,0,0,0,1,0,0,0
337,'Cinedigm Entertainment','Unrated',Absence,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
338,'Columbia','PG',Absence of Malice,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
339,'Orion Pictures','PG-13',Absolute Beginners,"'$83,743'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
340,'Sony / Columbia','R',Absolute Power,"'$14,678,016'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
341,'New Yorker','Unrated',Absolute Wilson,"'$6,879'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
342,'Atlas Distribution','R',Absolutely Anything,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
343,'Fox Searchlight','R',Absolutely Fabulous: The Movie,"'$1,861,118'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
344,'First Run','Unrated',Absurdistan,"'$1,441'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
345,'Strand','Unrated',Abuse of Weakness,"'$9,140'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
346,'Fox','PG-13',The Abyss,"'$9,319,797'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
347,'Fox','R',The Abyss Special Edition,"'$20,962'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
348,'Indican','Unrated',B-Side,"'$6,544'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
349,'Neon','R',The B-Side: Elsa Dorfman's Portrait Photography,"'$12,035'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
350,'Miramax','R',B. Monkey,"'$17,436'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
351,'New Line','PG-13',B.A.P.S.,"'$2,742,679'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
352,'MGM','Unrated',B.F.'s Daughter,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
353,'Fox','Not Yet Rated',B.O.O.: Bureau of Otherworldly Operations,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
354,'Sony Classics','R',Baadasssss!,"'$45,331'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
355,'Vitagraph','R',The Baader Meinhof Complex,"'$17,348'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
356,'Eros','Unrated',Baadshah,"'$263,084'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
357,'UTV Communications','Unrated',Baaghi,"'$237,215'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
358,'FIP','Unrated',Baaghi 2,"'$650,722'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
359,'Great India Films','Unrated',Baahubali 2: The Conclusion,"'$10,430,497'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
360,'Blue Sky Cinema','Unrated',Baahubali: The Beginning,"'$3,575,000'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
361,'Eros','Unrated',Baar Baar Dekho,"'$612,363'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
362,'Typecast Releasing','Unrated',,"'$3,286'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
363,'IFC','Unrated',The Babadook,"'$30,007'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
364,'Alliance','G',"Babar, King of Elephants","'$49,090'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
365,'New Line','G',Babar: The Movie,"'$297,155'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
366,'Universal','G',Babe,"'$8,742,545'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
367,'Universal','PG',The Babe,"'$5,011,205'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
368,'Universal','G',Babe: Pig in the City,"'$6,162,640'",'$90 million',0,1,0,0,0,0,0,0,0,0,0,0,0
369,'Paramount Vantage','R',Babel,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
370,'Orion Classics','G',Babette's Feast,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
371,'Focus Features','PG',Babies,"'$2,160,460'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
372,'Unknown','R',Baby Blues,"'$17,234'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
373,'United Artists','PG',Baby Boom,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
374,'Sony / Columbia','R',Baby Boy,"'$8,606,403'",'$16 million',0,0,0,0,0,0,0,0,0,1,0,0,0
375,'Warner Bros.','Unrated',Baby Doll,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
376,'TriStar','R',Baby Driver,"'$20,553,320'",'$34 million',0,0,0,0,0,0,0,0,0,1,0,0,0
377,'Warner Bros.','Unrated',Baby Face,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
378,'Sony / Columbia','PG',Baby Geniuses,"'$5,613,587'",'$12 million',0,0,0,0,0,0,0,1,0,0,0,0,0
379,'Universal','PG-13',Baby Mama,"'$17,407,110'",'$30 million',0,0,0,0,0,0,0,0,1,0,0,0,0
380,'Fox','PG',Baby's Day Out,"'$4,044,662'",'$48 million',0,0,0,0,0,0,0,1,0,0,0,0,0
381,'Paramount','R',"Baby, It's You","'$12,420'",'$3 million',0,0,0,0,0,0,0,0,0,1,0,0,0
382,'Sony / Columbia','PG',The Baby-Sitters Club,"'$3,418,908'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
383,'Buena Vista','PG',Baby: Secret of the Lost Legend,"'$4,035,147'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
384,'Kino Lorber','Unrated',Babylon (2019 re-release),"'$21,214'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
385,'Fox','PG-13',Babylon A.D.,"'$9,484,627'",'$70 million',0,0,0,0,0,0,0,0,1,0,0,0,0
386,'Millennium Ent.','R',The Babymakers,"'$5,215'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
387,'Peace Arch Entertainment','R',The Babysitters,"'$23,518'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
388,'New Line','PG-13',The Bachelor,"'$7,480,288'",'$51 million',0,0,0,0,0,0,0,0,1,0,0,0,0
389,'RKO','Unrated',The Bachelor and the Bobby-Soxer,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
390,'Fox','R',Bachelor Party,"'$4,573,530'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
391,'Radius-TWC','R',Bachelorette,"'$181,494'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
392,'Freestyle Releasing','Not Yet Rated',The Bachelors,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
393,'Yash Raj','Unrated',Bachna Ae Haseeno,"'$322,431'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
394,'Fisher-Klingenstein Films','Unrated',Back Door Channels,"'$3,425'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
395,'China Lion','Unrated',Back in Time (Congcong Nanian),"'$206,591'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
396,'Warner Bros.','R',Back Roads,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
397,'China Lion','Unrated',Back to 1942,"'$105,702'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
398,'RKO','Unrated',Back to Bataan,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
399,'Music Box Films','Unrated',Back to Burgundy,"'$15,157'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
400,'Kino','Unrated',Back to Normandy,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
401,'Orion Pictures','PG-13',Back to School,"'$8,881,035'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
402,'Paramount','PG',Back to the Beach,"'$3,265,660'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
403,'Universal','PG',Back to the Future,"'$11,152,500'",'$19 million',0,0,0,0,0,0,0,1,0,0,0,0,0
404,'Universal Home Entertainment','PG',Back to the Future Day,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
405,'Universal','PG',Back to the Future Part II,"'$27,835,125'",'$40 million',0,0,0,0,0,0,0,1,0,0,0,0,0
406,'Universal','PG',Back to the Future Part III,"'$19,089,645'",'$40 million',0,0,0,0,0,0,0,1,0,0,0,0,0
407,'CJ Entertainment','Unrated',Back to the Jurassic,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
408,'CBS Films','PG-13',The Back-Up Plan,"'$12,201,710'",'$35 million',0,0,0,0,0,0,0,0,1,0,0,0,0
409,'Gramercy','R',Backbeat,"'$126,740'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
410,'IFC','R',Backcountry,"'$1,005'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
411,'Universal','R',Backdraft,"'$12,686,200'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
412,'Gravitas Ventures','Unrated',Backgammon,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
413,'Truly Indie','Unrated',Backseat,"'$5,816'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
414,'Miramax','R',Backstage,"'$496,226'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
415,'Strand','Unrated',Backstage (2006),"'$1,010'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
416,'Gravitas Ventures','Unrated',Backstreet Boys: Show 'Em What You're Made Of,"'$153,068'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
417,'Dada Films','PG',Backwards,"'$23,190'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
418,'Hiqi Media','Unrated',The Backyard,"'$1,500'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
419,'MGM','Unrated',The Bad and the Beautiful,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
420,'Samuel Goldwyn','R',Bad Asses on the Bayou,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
421,'Neon','R',The Bad Batch,"'$89,111'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
422,'Wellspring','R',Bad Blood (re-issue),,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
423,'Gravity Arch','R',Bad Blood the Hunger,"'$1,872'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
424,'Sony / Columbia','R',Bad Boys,"'$15,523,358'",'$19 million',0,0,0,0,0,0,0,0,0,1,0,0,0
425,'Universal','R',Bad Boys (1983),"'$2,171,197'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
426,'Sony / Columbia','Not Yet Rated',Bad Boys 4,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
427,'Sony / Columbia','Not Yet Rated',Bad Boys for Life,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
428,'Sony / Columbia','R',Bad Boys II,"'$46,522,560'",'$130 million',0,0,0,0,0,0,0,0,0,1,0,0,0
429,'Buena Vista','PG-13',Bad Company,"'$11,007,367'",'$70 million',0,0,0,0,0,0,0,0,1,0,0,0,0
430,'Paramount','PG',Bad Company (1972),,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
431,'Buena Vista','R',Bad Company (1995),"'$1,459,824'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
432,'STX Entertainment','Not Yet Rated',Bad Dads,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
433,'MGM','Unrated',Bad Day at Black Rock,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
434,'Fox','R',Bad Dreams,"'$4,008,870'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
435,'Sony Classics','NC-17',Bad Education,"'$147,370'",'$5 million',0,0,0,0,0,1,0,0,0,0,0,0,0
436,'Unknown','Unknown',The Bad Education Movie,,'N/A',0,0,0,0,0,0,0,0,0,0,1,0,0
437,'Fox','R',Bad Girls,"'$5,012,200'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
438,'Parade Deck Films','Unrated',Bad Grandmas,"'$3,380'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
439,'Screen Media','Unrated',Bad Hurt,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
440,'Triumph','R',Bad Influence,"'$3,822,019'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
441,'FilmRise','Unrated',The Bad Kids,"'$1,564'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
442,'Aries Films','NC-17',Bad Lieutenant,"'$47,454'",'N/A',0,0,0,0,0,1,0,0,0,0,0,0,0
443,'First Look','R',Bad Lieutenant: Port of Call New Orleans,"'$245,398'",'$25 million',0,0,0,0,0,0,0,0,0,1,0,0,0
444,'Film Movement','Unrated',Bad Lucky Goat,'$170','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
445,'Phaedra','R',Bad Manners,"'$11,656'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
446,'Orion Pictures','Unrated',Bad Match,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
447,'Fox','PG-13',Bad Medicine,"'$1,289,783'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
